ID,ADDRESS,LATITUDE,LONGITUDE,geometry
345,WAU / Flower Ave & Division St,38.986743,-77.000035,"c(-77.0000372884985, 38.9867508058315)"
346,Long Bridge Park / Long Bridge Dr & 6th St S,38.865553,-77.05003,"c(-77.0500322971841, 38.8655607792948)"
347,Connecticut Ave & McKinley St NW,38.964544,-77.075135,"c(-77.0751373109365, 38.9645517985329)"
348,15th & L St NW,38.90366,-77.034846,"c(-77.034848294748, 38.9036677875128)"
349,17th & G St NW,38.8983,-77.039732,"c(-77.0397342957008, 38.8983077864652)"
350,Spring St & 2nd Ave,38.997653,-77.034499,"c(-77.0345013002239, 38.9976608064959)"
351,18th & R St NW,38.912648,-77.041834,"c(-77.0418362975224, 38.9126557892464)"
352,Joyce St & 16th St S,38.859254,-77.063275,"c(-77.0632773003978, 38.8592617773359)"
353,Union Market,38.907908,-76.99707,"c(-76.9970722827967, 38.9079157897481)"
354,Lee Hwy & N Monroe St,38.896456,-77.104562,"c(-77.1045643159942, 38.8964637837305)"
355,21st St & N Pierce St,38.898984,-77.078317,"c(-77.0783193079673, 38.8989917851048)"
356,Lee Hwy & N Kirkwood Rd,38.895377,-77.09713,"c(-77.0971323132751, 38.895384783385)"
357,19th & G St NW,38.898412,-77.043182,"c(-77.0431842968889, 38.898419786451)"
358,2nd St & Seaton Pl NE,38.914751,-77.00356,"c(-77.0035622856789, 38.9147587910966)"
359,Wilson Blvd & N Illinois St,38.876528,-77.12712,"c(-77.1271223217838, 38.8765357784822)"
364,Army Navy Dr & S Nash St,38.86215,-77.068121,"c(-77.0681233020816, 38.8621577782272)"
365,31st & Water St NW,38.902814,-77.061043,"c(-77.061045302471, 38.9028217866093)"
367,11th & S St NW,38.913761,-77.027025,"c(-77.027027292824, 38.9137687900094)"
368,Walter Reed Dr & 8th St S,38.86612,-77.08787,"c(-77.0878723087492, 38.8661277778261)"
369,2nd & G St NE,38.89967,-77.003666,"c(-77.0036682849004, 38.899677788195)"
370,8th & O St NW,38.90864,-77.02277,"c(-77.0227722913078, 38.9086477892833)"
371,Georgia & Missouri Ave NW,38.961339,-77.027855,"c(-77.0278572959636, 38.9613467993984)"
373,Oklahoma Ave & D St NE,38.894474,-76.974828,"c(-76.9748302753092, 38.8944817880504)"
374,Maryland Ave & E St NE,38.896134,-76.9929,"c(-76.9929022811397, 38.8961417873739)"
375,New York Ave & Hecht Ave NE,38.915604,-76.983683,"c(-76.9836852796733, 38.915611792162)"
376,Yuma St & Tenley Circle NW,38.946182,-77.08059,"c(-77.0805923115796, 38.9461897942909)"
378,Key West Ave & Siesta Key Way,39.105295,-77.194774,"c(-77.1947763567601, 39.1053028222068)"
379,Lee Hwy & N Woodstock St,38.898301,-77.118009,"c(-77.1180113201662, 38.8983087831461)"
380,Saint Asaph St & Madison St,38.812718,-77.044097,"c(-77.0440992920859, 38.8127257688664)"
381,King St Metro North / Cameron St,38.80704,-77.059817,"c(-77.0598192963019, 38.8070477670976)"
382,Madison St & N Henry St,38.813485,-77.049468,"c(-77.0494702934999, 38.8134927686143)"
383,Medical Center Metro,38.999378,-77.097882,"c(-77.0978843201421, 38.9993858046625)"
384,Washington Blvd & N Frederick St,38.884829,-77.127671,"c(-77.1276733222916, 38.8848367803516)"
385,Wisconsin Ave & Ingomar St NW,38.958267,-77.084636,"c(-77.0846383131749, 38.9582747965884)"
386,16th & Irving St NW,38.928893,-77.03625,"c(-77.036252296385, 38.9289007923739)"
387,16th & R St NW,38.912652,-77.036278,"c(-77.0362802954183, 38.912659789435)"
388,Lyttonsville Rd & Lyttonsville Pl,38.999679,-77.051168,"c(-77.0511703059403, 38.9996868065619)"
389,Woodmont Ave & Strathmore St,38.979875,-77.093522,"c(-77.0935243172311, 38.9798828007875)"
390,14th & L St NW,38.903658,-77.031737,"c(-77.031739293703, 38.9036657875082)"
391,1st & O St NW,38.908643,-77.012365,"c(-77.0123672880288, 38.9086507892834)"
392,South Capitol & Atlantic St SW,38.831516,-77.008133,"c(-77.0081352816998, 38.8315237742679)"
393,18th & C St NW,38.893511,-77.041544,"c(-77.0415462961872, 38.8935187851897)"
394,22nd & P ST NW,38.909394,-77.048728,"c(-77.0487302990497, 38.9094017882501)"
395,East West Hwy & 16th St,38.995681,-77.038721,"c(-77.038723301385, 38.9956888062175)"
396,Royal St & Wilkes St,38.799267,-77.0447,"c(-77.0447022916329, 38.799274765982)"
397,14th & Girard St NW,38.925284,-77.032375,"c(-77.0323772953905, 38.9252917923178)"
398,Potomac Ave & Main Line Blvd,38.822738,-77.049265,"c(-77.0492672945055, 38.8227457707258)"
399,11th & O St NW,38.90843,-77.02714,"c(-77.0271422925994, 38.9084377889108)"
400,10th St & L'Enfant Plaza SW,38.884323,-77.02601,"c(-77.0260122909089, 38.8843307842191)"
401,Connecticut Ave & Yuma St NW,38.947156,-77.065115,"c(-77.0651173069991, 38.9471637954385)"
402,2nd St & Massachusetts Ave NE,38.894972,-77.003135,"c(-77.0031372842524, 38.8949797872662)"
403,Radford St & Osage St,38.828437,-77.086031,"c(-77.0860333058124, 38.8284447703515)"
404,East Falls Church Metro / Sycamore St & 19th St N,38.885321,-77.156427,"c(-77.1564293311206, 38.8853287792457)"
405,Kennebec St & 11th St N,38.880992,-77.135271,"c(-77.1352733246286, 38.8809997792136)"
406,Commonwealth Ave & Oak St,38.812711,-77.061715,"c(-77.0617172975296, 38.8127187683532)"
407,Commonwealth Ave & E Monroe Ave,38.820058,-77.062821,"c(-77.0628232978998, 38.8200657697905)"
408,4th St & Madison Dr NW,38.890493,-77.017253,"c(-77.0172552886805, 38.8905007857262)"
409,Henry Bacon Dr & Lincoln Memorial Circle NW,38.890544,-77.049379,"c(-77.0493812983125, 38.8905517845584)"
410,17th St & Independence Ave SW,38.888097,-77.038325,"c(-77.0383272948482, 38.8881047844357)"
411,Franklin St & S Washington St,38.798133,-77.0487,"c(-77.0487022924174, 38.7981407660227)"
412,Mount Vernon Ave & Four Mile Run Park,38.843422,-77.064016,"c(-77.0640183002586, 38.8434297743149)"
413,4th St & K St NW,38.902406,-77.016006,"c(-77.016008288382, 38.9024137882392)"
414,Mount Vernon Ave & Bruce St,38.841291,-77.063093,"c(-77.0630952992844, 38.841298773809)"
415,Lee Center,38.797557,-77.053766,"c(-77.0537682942655, 38.7975647656987)"
416,Powhatan St & Bashford Ln,38.818748,-77.047783,"c(-77.0477852935404, 38.8187557702339)"
417,Potomac Ave & Swann Ave,38.829545,-77.047844,"c(-77.0478462941921, 38.8295527719365)"
418,14th & Irving St NW,38.928552,-77.032224,"c(-77.0322262953903, 38.9285597928261)"
419,Vermont Ave & I St NW,38.901136,-77.034451,"c(-77.0344532946549, 38.9011437872397)"
420,Wisconsin Ave & Brandywine St NW,38.949813,-77.080217,"c(-77.0802193117242, 38.9498207954608)"
421,24th & R St NE / National Arboretum,38.91263,-76.971923,"c(-76.9719252754183, 38.9126377919453)"
422,Division Ave & Foote St NE,38.897407,-76.925907,"c(-76.9259092605865, 38.8974147906598)"
423,16th & Q St SE / Anacostia HS,38.870695,-76.982359,"c(-76.9823612765241, 38.8707027827969)"
424,Spring Hill Metro,38.929261,-77.240654,"c(-77.2406563602545, 38.9292687852348)"
425,Westpark Dr & Leesburg Pike,38.92403,-77.235955,"c(-77.2359573583357, 38.9240377843289)"
427,Tysons One Pl & Chain Bridge Rd,38.919475,-77.221179,"c(-77.2211813537099, 38.9194827839523)"
428,Tysons Corner Station,38.920939,-77.222115,"c(-77.2221173541538, 38.9209467842609)"
429,Westpark & Jones Branch Dr,38.924437,-77.217664,"c(-77.2176663527152, 38.9244447851161)"
430,Jones Branch & Westbranch Dr,38.931911,-77.219261,"c(-77.2192633540607, 38.9319187863781)"
431,Westpark & Park Run Dr,38.928919,-77.225394,"c(-77.2253963551716, 38.9289267855913)"
432,Tysons West Transit Center,38.932636,-77.231825,"c(-77.2318273574588, 38.9326437862948)"
433,North Shore & Cameron Crescent Dr/Crescent Apartments,38.970046,-77.338686,"c(-77.3386883929484, 38.9700537895907)"
434,Town Center Pkwy & Bowman Towne Dr,38.962524,-77.361902,"c(-77.3619043996846, 38.962531787176)"
435,Reston Regional Library,38.962095,-77.358815,"c(-77.358817398961, 38.9621027871863)"
436,New Dominion Pkwy & Fountain Dr,38.960574,-77.356324,"c(-77.3563263979058, 38.9605817868145)"
437,Sunset Hills & Old Reston Ave,38.955079,-77.351649,"c(-77.3516513960137, 38.9550867858888)"
438,Reston Town Center Transit Station,38.957037,-77.359718,"c(-77.359720399153, 38.9570447859685)"
439,1st & D St SE,38.884916,-77.005965,"c(-77.0059672844508, 38.8849237851578)"
440,Wiehle Ave & Reston Station Blvd,38.9492,-77.3368,"c(-77.3368023915649, 38.949207785519)"
441,Library St & Freedom Dr,38.959633,-77.358741,"c(-77.3587433989796, 38.9596407869356)"
442,Sunset Hills Rd & Discovery Square,38.95534,-77.357611,"c(-77.3576133984017, 38.9553477859561)"
443,22nd St & Constitution Ave NW,38.892441,-77.048947,"c(-77.0489492979615, 38.8924487850817)"
444,61st St & Banks Pl NE,38.891805,-76.913563,"c(-76.9135652560064, 38.89181278968)"
445,Temporary Rd & Old Reston Ave,38.960084,-77.353414,"c(-77.3534163969431, 38.9600917868177)"
446,Reston YMCA,38.955314,-77.368416,"c(-77.3684184015138, 38.9553217857509)"
447,Sunset Hills Rd & Isaac Newton Square,38.951443,-77.340377,"c(-77.3403793925229, 38.9514507857922)"
448,N Lynn St & Fairfax Dr,38.89386,-77.070862,"c(-77.0708643050521, 38.8938677842706)"
449,Georgia Ave & Piney Branch Rd NW,38.967505,-77.027976,"c(-77.0279782960392, 38.9675128006852)"
450,Greensboro & International Dr,38.923083,-77.227417,"c(-77.2274193554297, 38.9230907843623)"
451,Madison St & Fairfax St,38.812351,-77.040691,"c(-77.0406932906741, 38.8123587692167)"
452,Sligo Ave & Carroll Ln,38.990874,-77.016311,"c(-77.0163132944786, 38.9908818059442)"
453,15th & W St NW,38.919086,-77.034502,"c(-77.0345042954823, 38.9190937908584)"
454,12th St & Pennsylvania Ave SE,38.882489,-76.990121,"c(-76.9901232793601, 38.8824967848828)"
455,3rd St & Riggs Rd NE,38.957463,-77.002239,"c(-77.0022412877715, 38.957470799634)"
469,3rd & Underwood St NW,38.968834,-77.016258,"c(-77.0162602926119, 38.9688418011669)"
470,18th & Monroe St NE,38.93293,-76.979517,"c(-76.9795192789556, 38.9329377957199)"
471,7th & E St SW,38.88345,-77.021741,"c(-77.0217432892123, 38.8834577838959)"
472,Shady Grove Metro East,39.121327,-77.164969,"c(-77.1649713486616, 39.1213348264955)"
473,Potomac & M St NW,38.905368,-77.065149,"c(-77.0651513043082, 38.9053757867544)"
474,Columbia & Ontario Rd NW,38.924088,-77.040787,"c(-77.0407892977422, 38.924095791778)"
475,Washington-Liberty High School / N Stafford St & Generals Way,38.888282,-77.111066,"c(-77.1110683174677, 38.8882897814874)"
476,Westover Library / Washington Blvd & N McKinley Rd,38.886048,-77.142317,"c(-77.1423193271051, 38.886055780257)"
477,Columbia Pike & S Taylor St,38.858524,-77.103728,"c(-77.1037303131225, 38.8585317760534)"
478,Columbus Ave & Tribeca St,39.126,-77.1673,"c(-77.167302349351, 39.1260078275446)"
479,Columbus Ave & Gramercy Blvd,39.12333,-77.16486,"c(-77.1648623485311, 39.1233378268226)"
480,Reston Pkwy & Spectrum Dr,38.964208,-77.35428,"c(-77.3542823975913, 38.9642157878997)"
481,Key West Ave & Great Seneca Hwy,39.105642,-77.20386,"c(-77.2038623595355, 39.1056498220748)"
482,Virginia Ave & 25th St NW,38.8995,-77.054155,"c(-77.0541573001392, 38.8995077861074)"
483,15th & M St NW,38.905424,-77.034674,"c(-77.0346762947224, 38.9054317880538)"
484,11th & Girard St NW,38.925636,-77.027112,"c(-77.0271142934944, 38.9256437920656)"
485,Connecticut Ave & R St NW,38.912644,-77.04564,"c(-77.0456422981727, 38.9126517891949)"
486,Wilson Blvd & N Troy St,38.892556,-77.082089,"c(-77.0820913089801, 38.8925637834938)"
487,American University East Campus,38.936298,-77.087128,"c(-77.0871303129579, 38.9363057924537)"
488,15th St & Constitution Ave NW,38.892244,-77.033234,"c(-77.0332362936518, 38.8922517856289)"
489,22nd & H St NW,38.899104,-77.048946,"c(-77.0489482985431, 38.8991117863139)"
490,23rd & M St NW,38.905303,-77.050264,"c(-77.0502662993103, 38.9053107870925)"
491,Corporate Blvd & Omega Dr,39.106971,-77.192645,"c(-77.1926473566107, 39.1069788223138)"
492,Key West Ave & Diamondback Dr,39.106152,-77.202354,"c(-77.2023563593371, 39.1061598219896)"
493,Alabama Ave & Stanton Rd SE / Shops at Park Village,38.84627,-76.98185,"c(-76.9818522744312, 38.8462777780968)"
494,Mississippi Ave & 19th St SE / THEARC,38.84377,-76.97557,"c(-76.9755722727089, 38.8437777775708)"
495,19th & Savannah St SE,38.84623,-76.97703,"c(-76.9770322731235, 38.8462377780928)"
496,4th St & Mississippi Ave SE,38.836,-77.0009,"c(-77.0009022796872, 38.8360077749951)"
497,1st & S Capitol St SE / Oxon Run Trail,38.824481,-77.005497,"c(-77.0054992805433, 38.8244887725971)"
498,Livingston Rd & 3rd St SE,38.82373,-77.00223,"c(-77.0022322794269, 38.8237377728264)"
499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,38.81909,-77.01033,"c(-77.0103322815943, 38.8190977713695)"
456,Carlin Springs Rd & N Thomas St,38.876695,-77.112982,"c(-77.1129843172005, 38.8767027790829)"
457,Towers Crescent Dr & Tysons One Pl,38.915246,-77.220157,"c(-77.220159352887, 38.9152537831606)"
458,6th & K St NE,38.902351,-76.998389,"c(-76.9983912833001, 38.9023587887752)"
459,Pooks Hill Rd & Linden Ave,39.014716,-77.107143,"c(-77.1071453238963, 39.0147238074147)"
460,Takoma Park Rec Center,38.98265,-76.988311,"c(-76.9883132848082, 38.9826578053014)"
461,New Hampshire & Kirklynn Ave,38.988101,-76.988422,"c(-76.988424285508, 38.9881088062618)"
462,Wheaton Metro / Georgia Ave & Reedie Dr,39.038341,-77.051023,"c(-77.0510253080865, 39.0383488139607)"
463,Amherst Ave & Elkins St,39.044887,-77.047788,"c(-77.047790307363, 39.0448948152792)"
464,Amherst Ave & Prichard Rd,39.035965,-77.048395,"c(-77.0483973068495, 39.0359728136767)"
465,Grandview & Blueridge Ave,39.043272,-77.053085,"c(-77.0530873090749, 39.043279814873)"
466,Windham Ln & Amherst Ave,39.032029,-77.04735,"c(-77.0473523067398, 39.0320368128798)"
467,North Shore Dr & Village Rd,38.970412,-77.340787,"c(-77.3407893939859, 38.9704197893448)"
468,Town Center Pkwy & Sunset Hills Rd,38.955171,-77.363094,"c(-77.3630964002345, 38.9551787854817)"
500,37th & Ely Pl SE,38.883011,-76.949709,"c(-76.9497112667814, 38.8830187865905)"
501,15th St & Pennsylvania Ave NW,38.89635,-77.03338,"c(-77.0333822939087, 38.8963577860817)"
505,Maine Ave & 9th St SW,38.88044,-77.025236,"c(-77.0252382900885, 38.880447783409)"
506,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,38.915,-77.0078,"c(-77.0078022869373, 38.9150077908763)"
507,Blueridge Ave & Elkin St,39.04313,-77.05006,"c(-77.0500623078921, 39.0431378152464)"
508,Georgia Ave & Kennedy St NW,38.95674,-77.02791,"c(-77.0279122954477, 38.9567477984054)"
509,7th St & Massachusetts Ave NE,38.89222,-76.99602,"c(-76.9960222816458, 38.8922277867917)"
510,Anacostia Park,38.87335,-76.9834,"c(-76.9834022764236, 38.8733577831254)"
511,Twinbrook Metro,39.062041,-77.120776,"c(-77.1207783308827, 39.062048816156)"
512,White Flint Metro,39.04753,-77.11287,"c(-77.1128723281004, 39.0475378136627)"
513,Citadel Ave & McGrath Blvd,39.049,-77.10933,"c(-77.1093323267956, 39.0490078142699)"
514,Rockville Pike & Old Georgetown Rd,39.049765,-77.11368,"c(-77.113682328414, 39.0497728142451)"
515,Woodglen Dr & Executive Blvd,39.04317,-77.1135,"c(-77.1135023276639, 39.0431778127011)"
516,Executive Blvd & E Jefferson St,39.04873,-77.1257,"c(-77.1257023321212, 39.0487378132937)"
517,Fishers Ln & Rock Creek Mill Rd,39.0629,-77.113454,"c(-77.1134563291144, 39.0629078166413)"
518,Congressional Ln & E Jefferson St,39.06219,-77.129235,"c(-77.1292373336464, 39.0621978161268)"
519,Garland Ave & Walden Rd,39.00048,-77.00077,"c(-77.0007722898697, 39.0004878085354)"
520,Greensboro & Pinnacle Dr,38.92245,-77.23034,"c(-77.2303423567331, 38.9224577842825)"
521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,38.908391,-76.843263,"c(-76.8432652349909, 38.9083987956487)"
522,Largo Town Center Metro,38.899811,-76.844604,"c(-76.8446062350408, 38.8998187939134)"
523,Baltimore Ave & Van Buren St / Riverdale Park Station,38.969581,-76.937349,"c(-76.937351268052, 38.9695888044448)"
524,Baltimore Ave & Jefferson St,38.95548,-76.940133,"c(-76.9401352680138, 38.9554878014826)"
525,Perry & 35th St,38.936213,-76.960054,"c(-76.9600562734481, 38.9362207970121)"
526,Rockville Pike & Meeting St,39.050539,-77.115212,"c(-77.1152143283578, 39.0505468143899)"
527,Potomac Ave & Half St SW,38.870201,-77.010837,"c(-77.0108392849742, 38.870208781848)"
529,Crystal Dr & Potomac Ave,38.848304,-77.05122,"c(-77.0512222966562, 38.8483117760723)"
530,Largo Rd & Campus Way / Prince Georges's Comm Col,38.88994,-76.825535,"c(-76.8255372287323, 38.889947792669)"
531,Stanton Square SE,38.855004,-76.984512,"c(-76.98451427631, 38.8550117795473)"
532,14th & Newton St NW,38.931991,-77.032956,"c(-77.0329582955788, 38.9319987933856)"
533,48th Pl & MacArthur Blvd NW,38.917304,-77.09629,"c(-77.0962923146216, 38.9173117883228)"
534,14th & Luzon St NW,38.969489,-77.033509,"c(-77.0335112979729, 38.9694968010986)"
535,1st & M St SE,38.876893,-77.006072,"c(-77.0060742841988, 38.8769007831048)"
536,Fleet St & Waterfront St,38.782633,-77.016059,"c(-77.0160612813251, 38.7826407641051)"
537,Oxon Hill Park & Ride,38.798749,-77.00103,"c(-77.0010322777468, 38.7987567678078)"
538,11th & Park Rd NW,38.931942,-77.028357,"c(-77.0283592945848, 38.9319497937479)"
539,4th & M St SE,38.876751,-77.000736,"c(-77.0007382825865, 38.8767587835154)"
540,Kansas Ave & Sherman Cr NW,38.948057,-77.021467,"c(-77.0214692934908, 38.9480647968271)"
541,Campus Commons,38.944707,-77.335425,"c(-77.3354273908042, 38.9447147844794)"
542,Park Run & Onyx Dr,38.92755,-77.226644,"c(-77.2266463558563, 38.9275577853151)"
543,7th & K St NW,38.902674,-77.021392,"c(-77.0213942904667, 38.9026817876933)"
544,King Greenleaf Rec Center,38.876211,-77.012443,"c(-77.0124452862214, 38.8762187830054)"
545,Montello Ave & Holbrook Terr NE,38.907444,-76.986813,"c(-76.9868152795537, 38.907451790106)"
546,New Jersey Ave & F St NW,38.897108,-77.011616,"c(-77.0116182867773, 38.8971157872068)"
547,Maryland Ave & 17th St NE,38.901935,-76.978627,"c(-76.9786292770093, 38.901942789399)"
548,Massachusetts Ave & 6th St NE,38.892934,-76.998273,"c(-76.9982752824921, 38.8929417867696)"
549,Woodley Park Metro / Calvert St & Connecticut Ave NW,38.923389,-77.051833,"c(-77.0518353012993, 38.9233967908168)"